PetID,resnet_prob_class_0,resnet_prob_class_1,resnet_prob_class_2,resnet_prob_class_3,resnet_prob_class_4
3bb43df82,0.016757192,0.19419236,0.3232127,0.22710682,0.23873089
9edb2d79a,0.013891808,0.38112837,0.37036115,0.15683752,0.0777812
ebd16285e,0.0068239416,0.193924,0.18511043,0.20772082,0.4064208
ab5964338,0.042081423,0.38352755,0.2666182,0.22534224,0.08243061
9b93196dd,0.056582037,0.2610819,0.3258817,0.24820445,0.108249925
7a7835503,0.077374786,0.2767752,0.260213,0.19173299,0.19390404
5b4dd9fb3,0.0006021214,0.017158758,0.057867058,0.13144284,0.7929292
96703e01d,0.012105523,0.22470209,0.31754515,0.292974,0.15267327
250f59089,0.051321156,0.33545452,0.35071814,0.14701279,0.11549336
f68a56b90,0.0030938308,0.06365678,0.18063314,0.18820421,0.5644121
c301eddcb,0.026435811,0.2595943,0.35568285,0.23884758,0.11943944
b085671fa,0.0843609,0.5310795,0.22130865,0.10067848,0.06257249
943611bd0,0.046177033,0.31058758,0.26956123,0.23805289,0.13562123
eaf87e39e,0.023088425,0.20842814,0.24324667,0.17559546,0.3496413
1c16e813b,0.029592987,0.33532295,0.25761,0.24860904,0.128865
915f0b42a,0.031078044,0.24544549,0.31963244,0.15456949,0.24927457
9ab460730,0.014401243,0.14179656,0.2100004,0.13287182,0.50092995
0fd5ff08e,0.0005761452,0.02785655,0.07786376,0.07248875,0.8212148
3816b16b4,0.04559546,0.33507088,0.26132357,0.17963524,0.17837489
3517189ab,0.013810164,0.2699129,0.37119147,0.24121785,0.10386763
a6231927c,0.01970728,0.18441865,0.34193537,0.16610287,0.28783584
7b6f894a1,0.07474378,0.3707868,0.18717167,0.13852203,0.22877574
5649192e9,0.028509777,0.2678521,0.36891437,0.17696738,0.15775637
f344595d7,0.008426816,0.123743236,0.21142325,0.3133858,0.34302086
0e12b9baa,0.01356042,0.15425028,0.19297507,0.20313141,0.43608278
4fd97d6fe,0.0013437854,0.014994613,0.050171517,0.12838513,0.8051049
fee0b4da6,0.026819596,0.31425342,0.29558745,0.17506321,0.18827637
1c9e913d7,0.07339059,0.36601922,0.28753734,0.16576017,0.10729268
7af4cab5e,0.018024499,0.2544511,0.31314224,0.24619359,0.16818857
282c0ac61,0.0786758,0.3180923,0.20508085,0.19448383,0.2036672
f06cf606d,0.05571304,0.37346599,0.25211844,0.19493209,0.12377044
fa5f5ccf9,0.007236238,0.05043579,0.110349424,0.16719508,0.66478354
b7135cf44,0.026626648,0.36987925,0.29556307,0.1981298,0.10980125
6c7251bc8,0.019652858,0.33364803,0.2518678,0.15128064,0.24355061
7ae269152,0.018467683,0.26871443,0.29383495,0.21921586,0.19976713
8f117f08e,0.048845097,0.22960266,0.29951134,0.21143769,0.21060327
f02ef09d7,0.0034504614,0.11874039,0.2761057,0.35266086,0.24904259
795cb17ef,0.025267007,0.1701834,0.32593033,0.20822306,0.27039626
c39793853,0.033302933,0.1551494,0.218187,0.18162526,0.4117354
c9928594c,0.00722578,0.11259657,0.2709878,0.27753842,0.33165145
b91ac808b,0.009087696,0.21364258,0.38900262,0.2034229,0.18484421
4f735cd71,0.010609274,0.18440336,0.29027343,0.22599617,0.28871775
0499e1ea8,0.015299314,0.2468534,0.24448489,0.22302197,0.27034044
7f6cdf26b,0.039538518,0.24155761,0.350239,0.28306645,0.08559844
056437112,0.029346654,0.24087402,0.27169007,0.23381446,0.22427478
fde58f7fa,0.043686263,0.44578713,0.28082713,0.14401388,0.085685596
8a6f301fa,0.0019591495,0.047840074,0.10714296,0.15683492,0.6862229
2ba708d92,0.066518195,0.32515445,0.2381856,0.20143984,0.16870193
3b0238af8,0.0041060075,0.24609,0.33219454,0.21585909,0.20175037
2fb24b53d,0.012528241,0.35743693,0.24326514,0.2479462,0.1388235
fd23f6a15,0.03349351,0.246182,0.3637783,0.22363843,0.1329077
ea9d28227,0.0055852374,0.14368005,0.5714341,0.20188925,0.0774113
1d1451061,0.018348077,0.26541165,0.24820213,0.17474166,0.29329652
a1ba2f016,0.016873987,0.39236727,0.25825614,0.21176782,0.1207348
e218c632b,0.0105496645,0.17237483,0.27212662,0.35173658,0.19321227
e8e8a47fd,0.05056833,0.30792254,0.3235837,0.20813824,0.10978715
0cc3e27b5,0.010221243,0.10642244,0.22870052,0.22936636,0.42528945
49f12d27b,0.019081885,0.21999802,0.33276907,0.30226463,0.12588647
b51d75d61,0.07655123,0.40002772,0.26052263,0.16112158,0.101776846
50bbe8e31,0.05242761,0.19961427,0.37808198,0.21307719,0.15679893
898476994,0.012183754,0.25718078,0.29907456,0.1385915,0.2929694
95bc62678,0.018996269,0.27718043,0.1930476,0.22397661,0.28679904
0ab8ae91b,0.031786602,0.20375715,0.19067614,0.21271993,0.3610601
3521fe7b3,0.045663755,0.35585642,0.25117865,0.147378,0.19992316
2cb1d59ad,0.034167062,0.3206013,0.36775446,0.21210545,0.06537169
183c947eb,0.005237085,0.11985147,0.4279136,0.3111836,0.13581413
6282ddf87,0.030671136,0.2840092,0.32485238,0.1864779,0.17398936
be340bbe7,0.0048917443,0.15119219,0.29555333,0.30839977,0.23996294
f8d98877d,0.0008212429,0.030765364,0.07926853,0.103328526,0.7858163
b0aaffcc6,0.050186485,0.31080034,0.26495486,0.19990012,0.17415823
134b82d89,0.020378407,0.27419752,0.33082435,0.1969841,0.17761563
c1548b685,0.0031090912,0.09951847,0.35247207,0.21606049,0.3288399
39444f259,0.01653667,0.23185807,0.39669767,0.2740274,0.080880195
1d13441b9,0.05905767,0.45855945,0.25693658,0.13827787,0.087168485
0118db3a8,0.0008221677,0.014077483,0.03893641,0.094041474,0.8521225
553752e54,0.03070187,0.2714351,0.2547945,0.2794639,0.16360465
2267e1584,0.060743604,0.5074418,0.29167196,0.10877566,0.031367
591909a93,0.01127041,0.48345643,0.29113796,0.15967984,0.054455373
f1da458ce,0.03603347,0.27015588,0.29457158,0.19706564,0.20217344
6ff2ae40f,0.0599437,0.33949792,0.34293932,0.15386942,0.10374962
36a216956,0.058264554,0.31405655,0.2231454,0.2205815,0.18395203
4baa2968b,0.048254192,0.30420223,0.29713374,0.14640684,0.20400295
a32e58f2f,0.0059768977,0.05293241,0.20205888,0.3125304,0.42650142
9afc068ae,0.023373434,0.35835025,0.26647142,0.22740419,0.124400675
8efcfe9c6,0.013105656,0.18866247,0.29650262,0.31412005,0.18760921
695ae7cbe,0.05431189,0.42462325,0.29351366,0.12660015,0.10095109
848338a56,0.028490722,0.2497927,0.2949271,0.16720857,0.25958097
0fa6ba30b,0.016527904,0.38453513,0.2809715,0.16305396,0.15491158
2cc0c6dee,0.07058018,0.43694854,0.19504839,0.19464839,0.10277449
3f2785c07,0.016029283,0.12208581,0.244313,0.19066086,0.42691103
11a993099,0.011902304,0.11974803,0.26752833,0.20498505,0.39583626
cd1e7ec9d,0.046763983,0.41282052,0.21131016,0.19458862,0.13451666
559afad4f,0.0110573955,0.15027,0.26674452,0.2433102,0.32861796
704737525,0.021173097,0.41591027,0.3026644,0.21154352,0.048708733
72ec92880,0.030338755,0.20958029,0.21632929,0.26021063,0.283541
73013560f,0.002862088,0.031166539,0.12386345,0.11494762,0.7271604
169fc07e1,0.035121214,0.3648848,0.27020085,0.16849823,0.16129489
a2a899dab,0.025991363,0.3338107,0.22023512,0.27040038,0.14956243
172305d1b,0.054229394,0.31162363,0.25177568,0.16463314,0.21773812
12d48709c,0.0104574375,0.3013793,0.3688487,0.21879354,0.10052103
babf0f6cd,0.07031123,0.2846844,0.30019206,0.20486528,0.13994704
fbf954ea2,0.05772098,0.21220735,0.24415979,0.19431326,0.2915986
4c6a4b965,0.021945834,0.29865533,0.38280475,0.19252214,0.10407197
7028931ed,0.030652253,0.18418482,0.19855312,0.19573537,0.39087445
3503528f8,0.044739522,0.23998736,0.33641145,0.17449161,0.20437002
7e2ce5b3e,0.0037429647,0.08062863,0.3150222,0.18439147,0.41621467
c40b30ff3,0.010898379,0.20304796,0.2357069,0.18114147,0.3692053
6326958d4,0.05004127,0.3293804,0.28017652,0.20606592,0.1343359
edcaed3a4,0.07026125,0.26206005,0.23908742,0.27930108,0.14929022
8ead3a355,0.0035372304,0.11512791,0.19973925,0.2395423,0.44205326
725ee6572,0.006571816,0.11557838,0.35680884,0.2723017,0.24873926
3ea00c9fd,0.008264912,0.13455781,0.30049747,0.1766211,0.3800587
39fcd2ca4,0.0034581427,0.09610213,0.24488282,0.26551595,0.39004096
d3ec31e51,0.0064130537,0.11085758,0.23922095,0.20887852,0.4346299
1f043910a,0.005048897,0.22632965,0.3562976,0.29686484,0.11545908
ce5e6e407,0.016097173,0.09610188,0.19583714,0.14636894,0.5455949
7f1bb8d32,0.035550833,0.37069714,0.3162406,0.14652446,0.13098696
acc327f18,0.07247546,0.26064003,0.26194316,0.15188546,0.25305593
c8bc66245,0.011961092,0.17035347,0.37541714,0.18281792,0.25945038
3697f94e1,0.0077654794,0.100923575,0.16588552,0.12386333,0.6015621
44f048354,0.036091223,0.38416198,0.27151635,0.20749572,0.10073468
bfaca902b,0.053153522,0.33868024,0.1933586,0.14379363,0.27101403
9fa760b69,0.0002607557,0.023916464,0.12759072,0.17545897,0.6727731
e6a856527,0.019373873,0.37732196,0.34917817,0.16805083,0.08607515
ff706f8cc,0.023620587,0.3273131,0.35190845,0.23598346,0.061174393
682cbe0f9,0.0011002726,0.019352494,0.116499245,0.163533,0.699515
d08d2829f,0.052303057,0.22505586,0.23481347,0.25028402,0.23754355
edd2ebd5e,0.012717631,0.17756605,0.27930436,0.2494006,0.28101134
814c9043a,0.0064016785,0.10435333,0.24513866,0.1839978,0.4601086
8e3fba2c2,0.024160916,0.2320078,0.35357744,0.16822493,0.22202894
8bd033254,0.012857831,0.19234519,0.37756306,0.21886815,0.19836576
e02dbb6d5,0.056332313,0.42802083,0.269473,0.15983286,0.086341
cd3cd5fcc,0.020425037,0.21331239,0.3734576,0.23707901,0.15572596
1bb6183eb,0.05230771,0.38810357,0.2910061,0.17835425,0.09022837
72896003b,0.010720274,0.06868257,0.19056979,0.23806208,0.49196538
99f5b19b5,0.019441383,0.19808486,0.3152502,0.23018025,0.2370433
4012be917,0.009783933,0.27304342,0.269201,0.1832556,0.26471603
d2b949618,0.030309958,0.2646559,0.29130536,0.2918068,0.12192203
f80157011,0.084547386,0.41527125,0.28504527,0.12951201,0.08562407
93219ad95,0.03109616,0.19022653,0.32119566,0.27574325,0.18173835
24cc193f3,0.013541249,0.14093684,0.13029791,0.20933217,0.5058918
898ad5d4c,0.007919482,0.07714068,0.17042159,0.13592483,0.6085934
4c2af85fe,0.010734216,0.11077012,0.1836942,0.21640156,0.47839984
b9e27a268,0.042881813,0.32757246,0.3427409,0.13940223,0.14740264
20bf4bf39,0.015288476,0.28618217,0.28344247,0.13943659,0.2756503
b342437c5,0.09595615,0.3899081,0.26521587,0.14811872,0.10080112
4d3e3a146,0.0108804805,0.18514888,0.29257065,0.3064254,0.20497459
b13247816,0.023944255,0.1311349,0.36697477,0.15036534,0.32758072
143760a33,0.004232706,0.044043783,0.10787611,0.22511004,0.6187374
026c5716f,0.021852138,0.1785591,0.39422643,0.19380118,0.2115611
39d055888,0.04061298,0.26573876,0.28555635,0.23429471,0.17379719
d980c361e,0.0062843123,0.099739894,0.20110352,0.1486492,0.544223
0737e4f11,0.059220273,0.3826961,0.2630551,0.14708635,0.1479422
e97e1afc1,0.034713387,0.3668389,0.30222377,0.1949654,0.10125857
af005c575,0.043376006,0.37720653,0.28819945,0.17959327,0.11162474
2de425c1b,0.073720776,0.48459116,0.21537057,0.13810092,0.0882166
1d3dd0cb8,0.0015711659,0.06711826,0.16177168,0.10869453,0.6608444
d6d9a938f,0.02531599,0.15521902,0.26724502,0.24223152,0.30998844
a768123bd,0.018077133,0.16973571,0.34279206,0.2643555,0.20503958
2e9e910d4,0.05011924,0.29045796,0.28800943,0.18250163,0.18891175
eaef39ceb,0.02563878,0.17416011,0.1997414,0.15502372,0.44543603
7196383a7,0.005180572,0.3979385,0.3378479,0.20407283,0.054960247
b69d479cf,0.028341325,0.21969272,0.31323716,0.2536136,0.18511513
44a0bfde6,0.009903677,0.16446996,0.14579755,0.21687639,0.4629524
b4d54e67c,0.008476958,0.105778396,0.1981266,0.17183529,0.5157828
7ea357093,0.017222252,0.11459221,0.39961508,0.37300286,0.09556757
642ed14e6,0.09082805,0.4823738,0.26929173,0.104838274,0.052668154
3a9efa973,0.00864703,0.096464984,0.17635585,0.12890811,0.589624
c320a6005,0.007898791,0.08095837,0.17292315,0.18062241,0.55759734
f5e706014,0.03400501,0.4249636,0.30403993,0.14538184,0.09160964
4d4c7be64,0.03590561,0.27963883,0.2716145,0.18530634,0.22753476
69a15acbb,0.045232575,0.39992997,0.24388446,0.16969337,0.14125963
bed675184,0.007107987,0.1943331,0.41417056,0.20489433,0.17949405
6b0da38ae,0.014781738,0.2240486,0.26947105,0.30056325,0.19113536
edf6a5240,0.038967136,0.2465743,0.27481404,0.2038015,0.23584306
a0fb13b2e,0.02188233,0.15946157,0.20604582,0.20864026,0.40397003
ea9003f0f,0.010388619,0.24352159,0.2441913,0.14936715,0.3525313
878e36da4,0.006412118,0.20306331,0.205679,0.2462681,0.33857754
cd668b430,0.015756693,0.21239029,0.2734597,0.2567524,0.24164085
23e36bfd9,0.060862966,0.23932119,0.23225573,0.15926802,0.30829206
688b3183d,0.017210962,0.108669125,0.19774845,0.42735824,0.2490132
e7da5a824,0.017572548,0.18664418,0.35404992,0.28763062,0.15410268
56ab5d935,0.042483978,0.24747744,0.31913581,0.18425158,0.2066512
f0e24b0aa,0.003634444,0.041265402,0.15560381,0.26646972,0.53302664
e77b5a78f,0.009804794,0.12962769,0.3544784,0.2201236,0.2859655
dcd75bfdb,0.007410838,0.10775509,0.24016471,0.21237443,0.4322949
4df43033d,0.005262896,0.07239744,0.12090812,0.17213014,0.6293014
8ba0c6894,0.050360598,0.37214196,0.31639647,0.15746227,0.10363867
fc7706b56,0.044774916,0.46801546,0.3007586,0.11085522,0.075595826
b5f9a9c4a,0.044984117,0.48784393,0.28057584,0.11638062,0.07021553
6f551693a,0.038163476,0.29017994,0.29564163,0.22665851,0.14935644
0fd9076d7,0.006425883,0.18632211,0.35678574,0.2680097,0.18245654
94fc65b67,0.0070002163,0.10058199,0.28574702,0.22115603,0.38551474
3d9a62b53,0.083862334,0.34693545,0.25384003,0.18299222,0.13236997
9b6883f3c,0.04052742,0.390083,0.29016188,0.16248761,0.11674012
a5b5eccb6,0.04687581,0.4087267,0.28381765,0.1400656,0.120514296
1ff51137d,0.05526311,0.32379633,0.28831947,0.17381492,0.15880613
1c9a90078,0.051634166,0.32969654,0.20962693,0.21088427,0.19815806
44175f75c,0.015930919,0.17808624,0.26382747,0.35363334,0.18852204
4d3526802,0.016903762,0.15811001,0.18408515,0.3406038,0.30029726
56147c737,0.022925885,0.29574344,0.25047982,0.25228658,0.17856428
26bba34a6,0.0014888174,0.07525736,0.24933909,0.25447902,0.41943574
3c2324232,0.054798085,0.3168282,0.20517187,0.17243087,0.25077102
6d95c8ec6,0.032585774,0.2026607,0.30692366,0.18794298,0.26988688
c120a6f75,0.021646839,0.26931474,0.2824055,0.2779493,0.14868365
a85630773,0.032978177,0.38116258,0.29797047,0.17835745,0.10953133
bd7bae691,0.04267156,0.36162555,0.30818978,0.2002669,0.08724615
20f870155,0.009192269,0.12553653,0.3863936,0.33508828,0.14378938
51020fbd4,0.02083759,0.14299916,0.26230243,0.31492287,0.25893795
41ee53918,0.05352496,0.44042122,0.31624818,0.110332705,0.0794729
eefb8d885,0.04112072,0.4078606,0.2365603,0.14554936,0.16890909
3a682b74e,0.026517786,0.22842275,0.23818853,0.16807586,0.33879507
1f34d9c73,0.06007366,0.28661463,0.22576043,0.16559634,0.26195493
620796ee7,0.028061235,0.15164305,0.32096514,0.32107037,0.17826027
1027c621c,0.051671214,0.27882242,0.28447086,0.23251463,0.1525209
12d514ef2,0.006337503,0.07817011,0.21636212,0.25587603,0.44325426
ece82128e,0.00046626013,0.016728226,0.13730243,0.22213332,0.6233698
dfe7a59b4,0.030145347,0.21930441,0.3170805,0.24211779,0.19135201
c98188040,0.0086697275,0.18617941,0.191861,0.17495523,0.43833467
0bf2506a5,0.06749915,0.3248532,0.30537415,0.15170532,0.15056819
bb051be7c,0.0026619346,0.041276027,0.101073965,0.1493357,0.7056524
b84319e15,0.065615535,0.32405475,0.26836607,0.15509452,0.18686914
3161fe0f4,0.012252964,0.20041965,0.12413049,0.30328357,0.35991338
f9e4762d2,0.037503324,0.4515791,0.25008237,0.19483335,0.06600185
98565468b,0.036574967,0.21133156,0.35202932,0.20230205,0.19776216
ff867121e,0.0818564,0.4561707,0.25622433,0.14320806,0.06254047
bed0c276d,0.07875539,0.35167745,0.2855004,0.16668442,0.117382355
c80041cdf,0.053448845,0.4867023,0.3015248,0.116614945,0.04170905
ddc94666d,0.04700384,0.3565048,0.32097295,0.13158105,0.14393736
062f73a4b,0.006788472,0.1818884,0.16927527,0.37604448,0.2660033
fda1395ab,0.02848638,0.1623619,0.29797214,0.16748968,0.34368995
80cedf6b9,0.0045029474,0.04239861,0.11178501,0.12174446,0.7195689
f522ad8d4,0.022426393,0.25432396,0.33645085,0.2829475,0.103851326
5a289a426,0.027050808,0.22178641,0.28695363,0.2129802,0.25122893
0fb6881ae,0.03466684,0.2282448,0.44842046,0.17640656,0.11226139
47a142b50,0.050080962,0.2697,0.37203315,0.20202264,0.106163196
0cde9b460,0.010382984,0.15792574,0.37963608,0.23864408,0.21341112
9498e0379,0.036162987,0.28020728,0.41101587,0.14431228,0.12830158
c30f7cde0,0.026501423,0.31170106,0.3100131,0.2229514,0.12883304
9aa5ab22f,0.088817865,0.586388,0.17270905,0.11600086,0.036084253
175f4a910,0.012835358,0.16406024,0.2441594,0.31360477,0.2653402
d6ff1af86,0.0011618752,0.07298737,0.16435978,0.28921497,0.472276
5bfbb098d,0.08269407,0.34098747,0.22191665,0.14352645,0.21087539
391e0cefd,0.056692768,0.420616,0.26446146,0.13977498,0.11845479
f65fe3e26,0.012943246,0.06874424,0.20527264,0.23650016,0.47653973
c0c1504db,0.06386478,0.37814745,0.28284705,0.17285378,0.10228696
846ca7805,0.0030543297,0.03673461,0.12091026,0.15368004,0.6856207
9ca6debf5,0.007924334,0.1162731,0.25507823,0.23131312,0.38941127
44ddc2e22,0.059091605,0.43014824,0.30253035,0.16155426,0.046675563
ab35738e4,0.078815274,0.36473995,0.31693617,0.1504,0.089108616
53db5839b,0.0034205667,0.05317175,0.10952778,0.21505737,0.6188226
bdbe7091f,0.054698,0.41695988,0.23662226,0.13559586,0.156124
81ea0e01a,0.04273314,0.24897458,0.28577855,0.24855888,0.17395489
6d9b202c9,0.008845347,0.059946295,0.17275022,0.25212064,0.50633746
8e7c16add,0.062067695,0.32253343,0.28949258,0.14150684,0.18439949
105456da4,0.03149988,0.24502778,0.25599992,0.16566011,0.30181223
5aeba57be,0.004870613,0.06278596,0.38624752,0.26872188,0.27737406
d22eb6266,0.01305588,0.06802866,0.18722151,0.20063105,0.5310629
d061bc124,0.012270542,0.1965443,0.2807292,0.1835637,0.32689226
752b2d9c5,0.06095584,0.38401654,0.22960736,0.2339023,0.09151789
605fe21a1,0.028650666,0.14750616,0.21897812,0.19550313,0.4093619
fe6bd5d82,0.04724299,0.30217534,0.35877758,0.17277154,0.119032554
8c75e5189,0.06297533,0.49256214,0.22661904,0.12869827,0.08914519
88e2d97b2,0.06134199,0.29409093,0.26472998,0.28079426,0.09904286
28484f496,0.007439927,0.16336374,0.18740349,0.2508579,0.39093506
1ac22584b,0.076821,0.28522503,0.24104294,0.19033612,0.20657493
664a120bf,0.04897957,0.3696133,0.27464807,0.22733405,0.079425044
0e4cf50f4,0.043718796,0.21055073,0.28395087,0.28892672,0.17285287
9b95ec85b,0.01072357,0.20147614,0.39477795,0.25615206,0.13687031
d2fae31e8,0.02464484,0.22555815,0.3011325,0.2397344,0.20893012
6c9382d17,0.029419387,0.34355855,0.33492354,0.18746468,0.10463384
0ce866a04,0.028911432,0.24539414,0.3155049,0.19173189,0.21845764
4b31d7b1e,0.039562233,0.18014349,0.36815426,0.20552723,0.20661275
e833d08bb,0.015739057,0.26429623,0.2120694,0.18010706,0.32778823
f54941314,0.013942174,0.18072504,0.23889424,0.2780331,0.28840545
a5984b6df,0.031634357,0.33334196,0.3322665,0.13496895,0.16778816
a381e49c9,0.006756743,0.06718381,0.18504739,0.23656696,0.50444514
3dc98128b,0.008816128,0.12678808,0.15405367,0.18958922,0.5207529
f6db28991,0.06446593,0.38105315,0.25168002,0.16595148,0.13684939
aaca75307,0.013744128,0.38588524,0.28762767,0.1620569,0.15068609
bbff353ce,0.025932008,0.22340049,0.4376592,0.23637144,0.07663685
4f39ec246,0.10715855,0.3385422,0.2924585,0.17733124,0.08450951
1cd970978,0.035020657,0.5069441,0.25536352,0.14127421,0.061397456
b03983a09,0.02358104,0.24203712,0.28340885,0.28339857,0.16757444
0e23c4abd,0.018567512,0.23399207,0.43130144,0.21236388,0.10377515
da78c5792,0.008667718,0.15195218,0.15159553,0.2423469,0.44543764
4072b0841,0.08459213,0.32358673,0.27929997,0.16369694,0.14882417
8a9a4edd7,0.030755036,0.2553341,0.35401052,0.19242142,0.16747892
556599752,0.04845645,0.2433724,0.25022176,0.19924149,0.25870794
d5c68b3bf,0.039912064,0.21840297,0.33123314,0.2155802,0.19487165
4e3586785,0.07432637,0.3717138,0.2739448,0.16243672,0.11757828
67af2d880,0.009616907,0.10170221,0.2738583,0.3516666,0.26315597
7bf11fd4d,0.035195395,0.29633784,0.2304371,0.23358157,0.20444807
697c8c6c9,0.024653027,0.33462304,0.33510786,0.15734519,0.14827089
6cfbd44df,0.011557745,0.23435406,0.32285577,0.27196142,0.15927096
5dce619e3,0.06289001,0.374912,0.24800892,0.18454422,0.12964492
d2dd62cf2,0.027497483,0.454867,0.338627,0.14266905,0.03633941
5e54f4e06,0.022211047,0.15814888,0.22806332,0.21807978,0.37349692
f0a7a4dfb,0.012042926,0.16880727,0.284297,0.21198969,0.32286307
0d4750032,0.008423481,0.21033543,0.37235233,0.2746528,0.13423595
1b71de34e,0.0043705087,0.046340108,0.13366552,0.16207321,0.6535507
045543730,0.0061513884,0.06886226,0.328342,0.1893182,0.40732613
ab13611c9,0.020746792,0.1809082,0.2054016,0.2619998,0.33094355
4416baea8,0.0036351876,0.0900001,0.44242826,0.2425568,0.22137971
92d2ebdff,0.033681277,0.27098712,0.2765412,0.18362296,0.23516744
7d7e57f81,0.028422257,0.29525813,0.3084873,0.23056744,0.13726486
c484dec95,0.02477684,0.24283525,0.28523165,0.24373795,0.20341833
abbe2568f,0.008879994,0.19116484,0.31287548,0.17154187,0.31553775
5e08b9ce5,0.007960963,0.3899752,0.39245787,0.19401489,0.015591018
036e015d2,0.016941618,0.1376874,0.28099123,0.22723301,0.33714676
10e1cbfdd,0.013390737,0.12643324,0.21684764,0.2434895,0.39983886
013527aeb,0.060317304,0.32264724,0.23696943,0.2411936,0.13887237
402e83205,0.033825684,0.21142213,0.3267992,0.3416534,0.08629963
0a20eaed8,0.013635269,0.13035592,0.35551566,0.21498905,0.28550407
2bf4445c7,0.07392259,0.2913588,0.23219226,0.2616685,0.14085788
1e62e6022,0.04604401,0.31798542,0.2446036,0.19222921,0.19913778
b01a81451,0.040893655,0.3293324,0.2657268,0.20922816,0.15481897
107d56dc4,0.010329464,0.07911868,0.28814,0.28777152,0.33464035
cc60d07c7,0.004164993,0.026938785,0.08434647,0.118667066,0.7658827
6c4af5f08,0.009117888,0.28054604,0.31017658,0.23822284,0.1619367
28c34e5dc,0.021203844,0.3097312,0.2876722,0.25844342,0.12294938
e935ae1d8,0.05408709,0.20709546,0.32612672,0.17970389,0.2329868
a6c9fd936,0.037362363,0.2603701,0.35589796,0.178393,0.16797656
6c9e1c82f,0.0042976025,0.14713797,0.41794494,0.24902873,0.18159072
f8530e295,0.0041198577,0.11029083,0.34776357,0.33356705,0.20425864
a031e3771,0.0013075361,0.030012406,0.17765406,0.15828638,0.63273954
814740bc3,0.036321353,0.29587817,0.35234123,0.23003404,0.08542526
343962804,0.041853737,0.29002413,0.2854048,0.18944962,0.19326775
8f32c880e,0.007683555,0.14435232,0.47489822,0.2951241,0.07794175
e8fdeb33e,0.026699256,0.23864809,0.35349205,0.16103397,0.22012661
742462799,0.006782027,0.12473426,0.34715495,0.28046557,0.24086322
23941ded4,0.0105051,0.17006585,0.3476949,0.25680768,0.21492642
4464fa621,0.025873598,0.2876255,0.38608596,0.18884756,0.111567356
89bac4c29,0.03190893,0.17155258,0.24222167,0.2201843,0.33413258
87fa5c42b,0.036221903,0.33898237,0.32109618,0.16385193,0.13984759
4f412d0fc,0.025427898,0.16060315,0.42762864,0.2609569,0.12538347
70c88aab8,0.060629632,0.4061314,0.28447652,0.14548631,0.10327622
154d24447,0.020884125,0.16281842,0.1726779,0.1776394,0.46598023
440ab06be,0.083055146,0.55105835,0.24730162,0.08993562,0.028649228
69d8727b7,0.021740774,0.3945379,0.27765712,0.15114893,0.1549153
ff9ce365b,0.04167618,0.22216204,0.31455258,0.2981622,0.12344699
c053ae854,0.019981446,0.31364518,0.3333228,0.21498254,0.1180681
e909c484a,0.016286686,0.1182063,0.41018435,0.3142083,0.14111441
11b20ee8f,0.039306834,0.2103133,0.28886184,0.2720713,0.18944669
760c7d8ac,0.004862369,0.07449337,0.15452088,0.17464617,0.5914772
f7f9eacc9,0.050820664,0.22394712,0.269202,0.25457454,0.20145561
5096467b6,0.06036256,0.4085459,0.30389675,0.15194337,0.07525139
d538c491f,0.024373695,0.2594825,0.33479148,0.24384841,0.13750394
005bb92d8,0.027971813,0.25528952,0.30195215,0.2706066,0.14417982
c6c6adc4a,0.03174311,0.26543295,0.2636895,0.20744897,0.23168544
e15353d1b,0.02768249,0.3192289,0.40221515,0.16488335,0.085990086
08d17d82a,0.0007790178,0.028598728,0.1435782,0.18968406,0.63736004
b30bcaab6,1.5498432e-05,0.006437472,0.040377453,0.030747399,0.9224222
7fec0008f,0.031291056,0.29495597,0.25862014,0.14195223,0.2731806
faf6a8cd0,0.0070534176,0.065066345,0.124750435,0.14160535,0.6615245
056bb97e4,0.058524925,0.42508268,0.30298537,0.1492249,0.06418211
f3ed20ed7,0.029117404,0.31610003,0.26308677,0.20260629,0.18908957
fc32a88f1,0.042715542,0.34988484,0.33435038,0.16645901,0.10659025
7ca7983b5,0.009286257,0.35753366,0.3047131,0.276268,0.052198935
2e55bed12,0.020996928,0.44140348,0.30688265,0.1751392,0.055577774
6a763a055,0.016054956,0.20125961,0.23723333,0.24977727,0.2956748
d4e96e3ce,0.006971538,0.114645585,0.26499993,0.33458757,0.2787954
884b9a6ec,0.009243498,0.19023234,0.4082747,0.21392572,0.1783238
7d86df9b0,0.022623198,0.30555266,0.3626458,0.21269423,0.0964841
b3e897856,0.0069821775,0.12627707,0.18353644,0.23870495,0.44449937
3cc9490b8,0.015110154,0.11329715,0.25146702,0.37238955,0.24773608
717b573f8,0.059039053,0.30486944,0.33848873,0.17458776,0.123014994
842c9622d,0.010757288,0.14252317,0.16391194,0.24297403,0.43983367
497ef36aa,0.009590668,0.12015898,0.31181124,0.26876116,0.28967792
bbc6d3812,0.07372877,0.27950922,0.21561821,0.17654155,0.25460228
e50174698,0.02794209,0.18924996,0.44285625,0.2549339,0.08501775
1bf044649,0.039746355,0.23164831,0.3000155,0.24808913,0.18050064
bd6a6d0dd,0.047050808,0.32216057,0.24019909,0.22421329,0.16637622
ae116d640,0.014622552,0.086709574,0.16998671,0.1667372,0.56194395
6a54a03db,0.025965229,0.621259,0.21645007,0.10318225,0.033143517
